ts_code,symbol,end_date,ann_date,update_flag,version_index,n_versions_in_period,same_day_version_count,type,type_order,p_change_min,p_change_max,net_profit_min,net_profit_max,interval_class,first_ann_date,prev_ann_date,prev_update_flag,prev_type,has_later_version,source_fetched_at,version_evidence_class,pit_conclusion
000533.SZ,sz.000533,20190331,2019-04-13,0,1,1,1,首亏,-4,-156.4904,-149.2788,-470.0,-410.0,valid,2019-04-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000533.SZ,sz.000533,20190630,2019-07-13,0,1,1,1,首亏,-4,-220.52,-203.99,-1750.0,-1510.0,valid,2019-07-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000533.SZ,sz.000533,20190930,2019-10-15,0,1,1,1,扭亏,3,104.5643,106.39,100.0,140.0,valid,2019-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000533.SZ,sz.000533,20191231,2020-01-23,0,1,1,1,扭亏,3,100.2687,100.3927,260.0,380.0,valid,2020-01-23,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000533.SZ,sz.000533,20200331,2020-04-15,0,1,1,1,扭亏,3,114.4236,117.7521,65.0,80.0,valid,2020-04-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000533.SZ,sz.000533,20200630,2020-07-15,0,1,1,1,扭亏,3,181.0648,192.0897,1250.0,1420.0,valid,2020-07-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000533.SZ,sz.000533,20200930,2020-10-15,0,1,1,1,预增,4,1156.0,1334.0,1620.0,1850.0,valid,2020-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000534.SZ,sz.000534,20190331,2019-04-13,0,1,1,1,预减,-2,-67.0217,-51.6319,1500.0,2200.0,valid,2019-04-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000534.SZ,sz.000534,20190630,2019-07-13,0,1,1,1,预减,-2,-62.6241,-44.6283,2700.0,4000.0,valid,2019-07-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000534.SZ,sz.000534,20190930,2019-10-15,1,1,1,1,略减,-1,-43.579,-16.5604,7100.0,10500.0,valid,2019-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000534.SZ,sz.000534,20200331,2020-03-31,0,1,1,1,预增,4,108.3812,170.8955,4000.0,5200.0,valid,2020-03-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000536.SZ,sz.000536,20180930,2018-10-13,0,1,1,1,首亏,-4,-377.6133,-333.1951,-50000.0,-42000.0,valid,2018-10-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000536.SZ,sz.000536,20181231,2019-01-31,0,1,1,1,首亏,-4,-2783.12,-1905.01,-550000.0,-370000.0,valid,2019-01-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000536.SZ,sz.000536,20190331,2019-04-13,0,1,1,1,续亏,-3,-202.51,-146.23,-43000.0,-35000.0,valid,2019-04-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000536.SZ,sz.000536,20190630,2019-07-13,0,1,1,1,续亏,-3,-165.45,-121.21,-72000.0,-60000.0,valid,2019-07-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000536.SZ,sz.000536,20190930,2019-10-15,0,1,1,1,续亏,-3,-258.3,-193.16,-165000.0,-135000.0,valid,2019-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000536.SZ,sz.000536,20191231,2020-01-23,0,1,1,1,续亏,-3,39.59,59.73,-300000.0,-200000.0,valid,2020-01-23,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000536.SZ,sz.000536,20200331,2020-04-15,0,1,1,1,续亏,-3,-13.026,-2.2616,-42000.0,-38000.0,valid,2020-04-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000536.SZ,sz.000536,20200630,2020-07-15,0,1,1,1,续亏,-3,-5.4,8.65,-75000.0,-65000.0,valid,2020-07-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000536.SZ,sz.000536,20200930,2020-09-25,0,1,1,1,扭亏,3,136.84,143.53,55000.0,65000.0,valid,2020-09-25,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000537.SZ,sz.000537,20180930,2018-10-12,0,1,1,1,预增,4,191.7082,256.5322,207000.0,253000.0,valid,2018-10-12,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000539.SZ,sz.000539,20181231,2019-01-18,0,1,1,1,预减,-2,-52.0,-29.0,36000.0,53000.0,valid,2019-01-18,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000539.SZ,sz.000539,20190331,2019-04-12,0,1,1,1,预增,4,1466.0,1988.0,9000.0,12000.0,valid,2019-04-12,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000539.SZ,sz.000539,20190630,2019-07-13,0,1,1,1,预增,4,20.31,50.39,54000.0,67500.0,valid,2019-07-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000539.SZ,sz.000539,20190930,2019-10-15,0,1,1,1,略增,2,27.82,49.12,120000.0,140000.0,valid,2019-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000539.SZ,sz.000539,20191231,2020-01-18,0,1,1,1,预增,4,131.84,195.07,110000.0,140000.0,valid,2020-01-18,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000539.SZ,sz.000539,20200331,2020-04-11,0,1,1,1,预减,-2,-93.97,-92.24,660.0,850.0,valid,2020-04-11,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000539.SZ,sz.000539,20200630,2020-07-14,0,1,1,1,略增,2,28.96,46.16,75000.0,85000.0,valid,2020-07-14,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000540.SZ,sz.000540,20180930,2018-10-13,0,1,1,1,预增,4,184.0,190.0,470000.0,480000.0,valid,2018-10-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000540.SZ,sz.000540,20181231,2019-01-30,0,1,1,1,略减,-1,-20.0,0.0,166500.0,208100.0,valid,2019-01-30,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000541.SZ,sz.000541,20180930,2018-10-15,0,1,1,1,预减,-2,-55.0,-45.0,30534.0,37319.0,valid,2018-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000541.SZ,sz.000541,20181231,2019-01-26,0,1,1,1,略减,-1,-50.0,-35.0,37015.0,48120.0,valid,2019-01-26,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000541.SZ,sz.000541,20200331,2020-04-15,0,1,1,1,预减,-2,-66.0,-60.0,2946.0,3466.0,valid,2020-04-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000543.SZ,sz.000543,20180930,2018-10-12,0,1,1,1,预增,4,168.52,228.19,27000.0,33000.0,valid,2018-10-12,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000543.SZ,sz.000543,20181231,2019-01-31,0,1,1,1,预增,4,225.62,377.08,43000.0,63000.0,valid,2019-01-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000543.SZ,sz.000543,20190331,2019-04-13,0,1,1,1,预增,4,32.93,98.22,11400.0,17000.0,valid,2019-04-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000543.SZ,sz.000543,20190630,2019-07-13,0,1,1,1,预增,4,91.85,184.22,27000.0,40000.0,valid,2019-07-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000543.SZ,sz.000543,20190930,2019-10-15,0,1,1,1,预增,4,106.26,149.51,62000.0,75000.0,valid,2019-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000543.SZ,sz.000543,20191231,2020-01-22,0,1,1,1,预增,4,20.0,59.1,66750.0,88500.0,valid,2020-01-22,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000544.SZ,sz.000544,20181231,2019-01-22,0,1,1,1,略增,2,24.09,42.7,40000.0,46000.0,valid,2019-01-22,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000544.SZ,sz.000544,20191231,2020-01-16,0,1,1,1,略增,2,1.37,15.85,42000.0,48000.0,valid,2020-01-16,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000544.SZ,sz.000544,20200630,2020-07-11,0,1,1,1,预增,4,39.99,69.16,24000.0,29000.0,valid,2020-07-11,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000544.SZ,sz.000544,20200930,2020-10-13,0,1,1,1,预增,4,63.6,83.08,42000.0,47000.0,valid,2020-10-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000545.SZ,sz.000545,20181231,2018-10-26,0,1,1,1,略减,-1,-40.0,-10.0,9950.0,14925.0,valid,2018-10-26,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000545.SZ,sz.000545,20200331,2020-04-17,0,1,1,1,预减,-2,-90.0,-80.0,250.0,499.0,valid,2020-04-17,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000545.SZ,sz.000545,20200630,2020-07-14,0,1,1,1,首亏,-4,-132.16,-112.17,-1250.0,-473.0,valid,2020-07-14,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000545.SZ,sz.000545,20200930,2020-08-28,0,1,1,1,首亏,-4,-205.0,-170.0,-5510.0,-3673.0,valid,2020-08-28,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000545.SZ,sz.000545,20201231,2020-10-29,1,1,1,1,首亏,-4,-305.0,-255.0,-5127.0,-3877.0,valid,2020-10-29,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000546.SZ,sz.000546,20191231,2020-01-18,0,1,1,1,预增,4,44.15,60.16,54000.0,60000.0,valid,2020-01-18,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000546.SZ,sz.000546,20200331,2020-04-15,0,1,1,1,首亏,-4,-425.8115,-317.2077,-2700.0,-1800.0,valid,2020-04-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000547.SZ,sz.000547,20181231,2019-01-30,0,1,1,1,预增,4,50.0,66.0,41800.0,46300.0,valid,2019-01-30,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000547.SZ,sz.000547,20191231,2020-01-18,0,1,1,1,预增,4,47.0,68.0,65800.0,75400.0,valid,2020-01-18,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000548.SZ,sz.000548,20180930,2018-10-13,0,1,1,1,预减,-2,-86.2435,-77.5551,1900.0,3100.0,valid,2018-10-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000548.SZ,sz.000548,20181231,2019-01-26,0,1,1,1,预减,-2,-76.38,-64.57,3080.0,4620.0,valid,2019-01-26,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000548.SZ,sz.000548,20190331,2019-04-13,0,1,1,1,预增,4,107.78,171.7124,650.0,850.0,valid,2019-04-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000548.SZ,sz.000548,20190930,2019-10-15,0,1,1,1,预增,4,33.74,71.95,3500.0,4500.0,valid,2019-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000548.SZ,sz.000548,20191231,2020-01-21,0,1,1,1,预增,4,9.34,61.53,4400.0,6500.0,valid,2020-01-21,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000548.SZ,sz.000548,20200331,2020-04-15,0,1,1,1,首亏,-4,-340.4131,-292.3305,-1750.0,-1400.0,valid,2020-04-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000548.SZ,sz.000548,20200630,2020-07-15,0,1,1,1,预增,4,87.0,181.0,3800.0,5700.0,valid,2020-07-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000548.SZ,sz.000548,20200930,2020-10-15,0,1,1,1,预增,4,60.18,87.28,6500.0,7600.0,valid,2020-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000550.SZ,sz.000550,20180930,2018-10-13,0,1,1,1,预减,-2,-66.0,-66.0,21900.0,21900.0,point,2018-10-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000550.SZ,sz.000550,20181231,2019-01-23,0,1,1,1,预减,-2,-87.0,-87.0,9183.0,9183.0,point,2019-01-23,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000550.SZ,sz.000550,20190331,2019-04-13,0,1,1,1,预减,-2,-83.62,-83.62,2516.0,2516.0,point,2019-04-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000550.SZ,sz.000550,20190630,2019-07-13,0,1,1,1,预减,-2,-81.55,-81.55,5886.0,5886.0,point,2019-07-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000550.SZ,sz.000550,20191231,2020-01-23,0,1,1,1,预增,4,60.96,60.96,14781.0,14781.0,point,2020-01-23,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000550.SZ,sz.000550,20200331,2020-04-03,0,1,1,1,预增,4,174.24,174.24,6900.0,6900.0,point,2020-04-03,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000550.SZ,sz.000550,20200630,2020-07-06,0,1,1,1,预增,4,252.54,252.54,20800.0,20800.0,point,2020-07-06,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000550.SZ,sz.000550,20200930,2020-08-28,0,1,1,1,预增,4,100.0,150.0,31534.0,39418.0,valid,2020-08-28,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000550.SZ,sz.000550,20201231,2020-10-27,1,1,1,1,预增,4,170.0,220.0,39900.0,47300.0,valid,2020-10-27,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000552.SZ,sz.000552,20181231,2019-01-31,0,1,1,1,略增,2,3.26,3.26,57023.0,57023.0,point,2019-01-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000553.SZ,sz.000553,20180930,2018-10-15,0,1,1,1,预增,4,57.0727,61.324,251240.0,258040.0,valid,2018-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000553.SZ,sz.000553,20181231,2019-01-24,0,1,1,1,预增,4,53.15,62.1,236760.0,250590.0,valid,2019-01-24,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000553.SZ,sz.000553,20190331,2019-04-15,0,1,1,1,预减,-2,-83.4,-80.7,33800.0,39100.0,valid,2019-04-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000553.SZ,sz.000553,20190630,2019-07-15,1,1,1,1,略减,-1,-16.5,-9.7,83500.0,90300.0,valid,2019-07-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000553.SZ,sz.000553,20190930,2019-10-14,0,1,1,1,预减,-2,-70.9,-68.7,74100.0,79700.0,valid,2019-10-14,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000553.SZ,sz.000553,20191231,2020-01-23,0,1,1,1,预减,-2,-89.9,-86.4,24200.0,32700.0,valid,2020-01-23,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000553.SZ,sz.000553,20200630,2020-07-15,0,1,1,1,预减,-2,-72.2,-63.7,16400.0,21400.0,valid,2020-07-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000553.SZ,sz.000553,20200930,2020-10-15,0,1,1,1,预减,-2,-73.0,-70.3,21500.0,23600.0,valid,2020-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000555.SZ,sz.000555,20181231,2019-01-31,0,1,1,1,预减,-2,-86.78,-80.17,4000.0,6000.0,valid,2019-01-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000555.SZ,sz.000555,20191231,2019-10-22,0,1,1,1,预增,4,755.18,850.2,36000.0,40000.0,valid,2019-10-22,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000555.SZ,sz.000555,20201231,2020-10-31,0,1,1,1,预增,4,15.81,59.74,43500.0,60000.0,valid,2020-10-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000557.SZ,sz.000557,20180930,2018-10-13,0,1,1,1,预增,4,126.1922,126.1922,8255.0,8255.0,point,2018-10-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000557.SZ,sz.000557,20181231,2019-01-31,0,1,1,1,预增,4,66.68,66.68,14500.0,14500.0,point,2019-01-31,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000557.SZ,sz.000557,20190331,2019-04-12,0,1,1,1,略增,2,32.76,32.76,2862.0,2862.0,point,2019-04-12,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000557.SZ,sz.000557,20190630,2019-07-13,0,1,1,1,略增,2,30.8467,30.8467,6626.0,6626.0,point,2019-07-13,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000557.SZ,sz.000557,20190930,2019-10-15,0,1,1,1,预减,-2,-86.6757,-86.6757,1100.0,1100.0,point,2019-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000557.SZ,sz.000557,20191231,2020-01-22,0,1,1,1,预减,-2,-72.18,-72.18,4100.0,4100.0,point,2020-01-22,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000557.SZ,sz.000557,20200331,2020-04-14,0,1,1,1,预增,4,62.71,62.71,4677.0,4677.0,point,2020-04-14,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000557.SZ,sz.000557,20200630,2020-07-07,0,1,1,1,略增,2,5.81,5.81,7011.0,7011.0,point,2020-07-07,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000557.SZ,sz.000557,20200930,2020-10-15,0,1,1,1,预增,4,1165.1516,1165.1516,13934.0,13934.0,point,2020-10-15,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000558.SZ,sz.000558,20181231,2019-03-26,0,1,1,1,首亏,-4,-415.77,-310.51,-9000.0,-6000.0,valid,2019-03-26,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000558.SZ,sz.000558,20190331,2019-04-12,0,1,1,1,首亏,-4,-480.66,-385.5,-4000.0,-3000.0,valid,2019-04-12,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
000558.SZ,sz.000558,20190630,2019-04-30,0,1,1,1,首亏,-4,-400.34,-350.29,-6000.0,-5000.0,valid,2019-04-30,,,,False,2026-09-09T13:51:52,single_version_snapshot,no_comparable_history_in_snapshot；该财务期只有一行，不能据快照作修订结论，也不得假设该唯一版本在公告当时可得
