event_id,symbol,decision_time,risk_state,category,held_seats,pending_seats,seats_used_before,available_seats,admission_rank,issued,skip_or_cancel_reason,seats_within_cap,rank_key,expiry_releases_seat,same_symbol_counts_once
B1|sz.002803|20200630|a2020-07-07|u0,sz.002803,2020-07-08 am,reduced,slot_full,3,1,4,0,2,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002223|20200630|a2020-07-08|u0,sz.002223,2020-07-09 am,reduced,slot_full,4,0,4,0,1,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002324|20200630|a2020-07-11|u0,sz.002324,2020-07-13 am,reduced,issued,3,0,3,1,1,True,,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002489|20200630|a2020-07-13|u0,sz.002489,2020-07-14 am,reduced,issued,3,0,3,1,1,True,,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002030|20200630|a2020-07-14|u0,sz.002030,2020-07-15 am,reduced,slot_full,4,0,4,0,1,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002049|20200630|a2020-07-14|u0,sz.002049,2020-07-15 am,reduced,slot_full,4,0,4,0,2,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002079|20200630|a2020-07-14|u0,sz.002079,2020-07-15 am,reduced,slot_full,4,0,4,0,3,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002229|20200630|a2020-07-14|u0,sz.002229,2020-07-15 am,reduced,slot_full,4,0,4,0,4,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002544|20200630|a2020-07-14|u0,sz.002544,2020-07-15 am,reduced,slot_full,4,0,4,0,5,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002560|20200630|a2020-07-14|u0,sz.002560,2020-07-15 am,reduced,slot_full,4,0,4,0,6,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.000786|20200630|a2020-07-15|u1,sz.000786,2020-07-16 am,reduced,slot_full,4,0,4,0,1,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002184|20200630|a2020-07-15|u0,sz.002184,2020-07-16 am,reduced,slot_full,4,0,4,0,2,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002187|20200630|a2020-07-15|u0,sz.002187,2020-07-16 am,reduced,slot_full,4,0,4,0,3,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002414|20200630|a2020-07-15|u0,sz.002414,2020-07-16 am,reduced,slot_full,4,0,4,0,4,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002432|20200630|a2020-07-15|u0,sz.002432,2020-07-16 am,reduced,slot_full,4,0,4,0,5,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002437|20200630|a2020-07-15|u0,sz.002437,2020-07-16 am,reduced,slot_full,4,0,4,0,6,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002524|20200630|a2020-07-15|u0,sz.002524,2020-07-16 am,reduced,slot_full,4,0,4,0,7,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002612|20200630|a2020-07-15|u0,sz.002612,2020-07-16 am,reduced,slot_full,4,0,4,0,8,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002488|20200930|a2020-09-29|u0,sz.002488,2020-09-30 am,reduced,issued,0,0,0,4,1,True,,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002571|20200930|a2020-10-13|u0,sz.002571,2020-10-14 am,reduced,issued,1,0,1,3,1,True,,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002594|20200930|a2020-10-13|u0,sz.002594,2020-10-14 am,reduced,issued,1,1,2,2,2,True,,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002919|20200930|a2020-10-14|u0,sz.002919,2020-10-15 am,reduced,issued,3,0,3,1,1,True,,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.000027|20200930|a2020-10-15|u0,sz.000027,2020-10-16 am,reduced,slot_full,4,0,4,0,1,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.000698|20200930|a2020-10-15|u1,sz.000698,2020-10-16 am,reduced,slot_full,4,0,4,0,2,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.000786|20200930|a2020-10-15|u0,sz.000786,2020-10-16 am,reduced,slot_full,4,0,4,0,3,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002059|20200930|a2020-10-15|u0,sz.002059,2020-10-16 am,reduced,slot_full,4,0,4,0,4,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002386|20200930|a2020-10-15|u0,sz.002386,2020-10-16 am,reduced,slot_full,4,0,4,0,5,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002437|20200930|a2020-10-15|u0,sz.002437,2020-10-16 am,reduced,slot_full,4,0,4,0,6,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
B1|sz.002847|20200930|a2020-10-15|u0,sz.002847,2020-10-16 am,reduced,slot_full,4,0,4,0,7,False,slot_full,True,"event_family_signals admission order = (decision_time, -rank_key, symbol); rank_key = ret60 so higher momentum is admitted first",engine: half-day orders expire every session; a pending entry drops on TTL (ENTRY_TTL_SESSIONS) / cap / cancel_level and the seat returns to the pool,held + pending are sets keyed by symbol
