event_id,symbol,ann_date,decision_day,decision_session,trigger_close_official,anchor_kind,trigger_cap_1p01,provider_cap_b1,decision_anchor_price,order_price_first,order_price_last,issued,skip_or_cancel_reason,cap_ge_anchor,limit_equals_anchor,limit_equals_cap,relationship,provider_rule,engine_rule
B1|sz.002709|20190930|a2019-10-15|u0,sz.002709,2019-10-15,2019-10-16,am,16.67,official_close(previous session; 11:30 anchor),16.8367,16.9074,16.74,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002512|20190930|a2019-10-16|u0,sz.002512,2019-10-16,2019-10-17,am,6.14,official_close(previous session; 11:30 anchor),6.2014,5.9489,5.89,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002299|20191231|a2020-01-04|u0,sz.002299,2020-01-04,2020-01-06,am,24.7,official_close(previous session; 11:30 anchor),24.947,25.5328,25.28,25.28,25.28,True,,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002182|20191231|a2020-01-20|u0,sz.002182,2020-01-20,2020-01-21,am,10.99,official_close(previous session; 11:30 anchor),11.0999,11.11,11.0,11.0,11.0,True,,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002489|20191231|a2020-01-20|u0,sz.002489,2020-01-20,2020-01-21,am,4.96,official_close(previous session; 11:30 anchor),5.0096,4.9692,4.92,4.92,4.92,True,,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002903|20191231|a2020-01-21|u0,sz.002903,2020-01-21,2020-01-22,am,14.65,official_close(previous session; 11:30 anchor),14.7965,14.4632,14.32,14.32,14.39,True,,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002184|20191231|a2020-01-31|u0,sz.002184,2020-01-31,2020-02-03,am,10.78,official_close(previous session; 11:30 anchor),10.8878,9.797,9.7,9.7,9.7,True,,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002335|20191231|a2020-01-31|u0,sz.002335,2020-01-31,2020-02-03,am,17.52,official_close(previous session; 11:30 anchor),17.6952,15.9277,15.77,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002941|20191231|a2020-01-31|u0,sz.002941,2020-01-31,2020-02-03,am,16.25,official_close(previous session; 11:30 anchor),16.4125,14.7763,14.63,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002429|20191231|a2020-02-03|u0,sz.002429,2020-02-03,2020-02-04,am,3.5,official_close(previous session; 11:30 anchor),3.535,3.7673,3.73,3.73,3.73,True,cancel_cap,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002409|20200331|a2020-03-12|u0,sz.002409,2020-03-12,2020-03-13,am,35.25,official_close(previous session; 11:30 anchor),35.6025,36.3297,35.97,35.97,35.97,True,cancel_cap,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.000813|20191231|a2020-03-31|u0,sz.000813,2020-03-31,2020-04-01,am,5.32,official_close(previous session; 11:30 anchor),5.3732,5.3025,5.25,5.25,5.25,True,,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002605|20200331|a2020-04-08|u0,sz.002605,2020-04-08,2020-04-09,am,29.79,official_close(previous session; 11:30 anchor),30.0879,30.5727,30.27,30.27,30.27,True,,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002258|20200331|a2020-04-11|u0,sz.002258,2020-04-11,2020-04-13,am,14.24,official_close(previous session; 11:30 anchor),14.3824,15.1702,15.02,15.02,15.02,True,,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002312|20200331|a2020-04-15|u0,sz.002312,2020-04-15,2020-04-16,am,4.58,official_close(previous session; 11:30 anchor),4.6258,4.6258,4.58,4.58,4.61,True,,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002384|20200630|a2020-06-09|u0,sz.002384,2020-06-09,2020-06-10,am,28.5,official_close(previous session; 11:30 anchor),28.785,29.189,28.9,28.9,28.9,True,,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002585|20200630|a2020-06-30|u0,sz.002585,2020-06-30,2020-07-01,am,6.29,official_close(previous session; 11:30 anchor),6.3529,6.5953,6.53,6.53,6.53,True,,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002702|20200630|a2020-07-02|u0,sz.002702,2020-07-02,2020-07-03,am,7.6,official_close(previous session; 11:30 anchor),7.676,8.0699,7.99,7.99,7.99,True,,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002709|20200630|a2020-07-07|u0,sz.002709,2020-07-07,2020-07-08,am,41.62,official_close(previous session; 11:30 anchor),42.0362,43.0967,42.67,42.67,42.67,True,,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002803|20200630|a2020-07-07|u0,sz.002803,2020-07-07,2020-07-08,am,31.27,official_close(previous session; 11:30 anchor),31.5827,33.3098,32.98,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002223|20200630|a2020-07-08|u0,sz.002223,2020-07-08,2020-07-09,am,37.8,official_close(previous session; 11:30 anchor),38.178,39.2991,38.91,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002324|20200630|a2020-07-11|u0,sz.002324,2020-07-11,2020-07-13,am,19.66,official_close(previous session; 11:30 anchor),19.8566,18.281,18.1,18.1,18.1,True,,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002489|20200630|a2020-07-13|u0,sz.002489,2020-07-13,2020-07-14,am,5.01,official_close(previous session; 11:30 anchor),5.0601,5.1611,5.11,5.11,5.11,True,,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002030|20200630|a2020-07-14|u0,sz.002030,2020-07-14,2020-07-15,am,36.21,official_close(previous session; 11:30 anchor),36.5721,34.34,34.0,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002049|20200630|a2020-07-14|u0,sz.002049,2020-07-14,2020-07-15,am,126.91,official_close(previous session; 11:30 anchor),128.1791,129.5426,128.26,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002079|20200630|a2020-07-14|u0,sz.002079,2020-07-14,2020-07-15,am,14.25,official_close(previous session; 11:30 anchor),14.3925,13.7966,13.66,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002229|20200630|a2020-07-14|u0,sz.002229,2020-07-14,2020-07-15,am,7.96,official_close(previous session; 11:30 anchor),8.0396,7.878,7.8,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002544|20200630|a2020-07-14|u0,sz.002544,2020-07-14,2020-07-15,am,15.5,official_close(previous session; 11:30 anchor),15.655,15.3015,15.15,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002560|20200630|a2020-07-14|u0,sz.002560,2020-07-14,2020-07-15,am,9.98,official_close(previous session; 11:30 anchor),10.0798,9.696,9.6,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.000786|20200630|a2020-07-15|u1,sz.000786,2020-07-15,2020-07-16,am,28.05,official_close(previous session; 11:30 anchor),28.3305,30.502,30.2,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002184|20200630|a2020-07-15|u0,sz.002184,2020-07-15,2020-07-16,am,17.17,official_close(previous session; 11:30 anchor),17.3417,16.766,16.6,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002187|20200630|a2020-07-15|u0,sz.002187,2020-07-15,2020-07-16,am,17.11,official_close(previous session; 11:30 anchor),17.2811,16.2913,16.13,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002414|20200630|a2020-07-15|u0,sz.002414,2020-07-15,2020-07-16,am,34.87,official_close(previous session; 11:30 anchor),35.2187,34.7339,34.39,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002432|20200630|a2020-07-15|u0,sz.002432,2020-07-15,2020-07-16,am,12.64,official_close(previous session; 11:30 anchor),12.7664,12.2311,12.11,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002437|20200630|a2020-07-15|u0,sz.002437,2020-07-15,2020-07-16,am,4.31,official_close(previous session; 11:30 anchor),4.3531,4.1208,4.08,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002524|20200630|a2020-07-15|u0,sz.002524,2020-07-15,2020-07-16,am,12.82,official_close(previous session; 11:30 anchor),12.9482,12.12,12.0,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002612|20200630|a2020-07-15|u0,sz.002612,2020-07-15,2020-07-16,am,10.25,official_close(previous session; 11:30 anchor),10.3525,10.0899,9.99,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002488|20200930|a2020-09-29|u0,sz.002488,2020-09-29,2020-09-30,am,9.11,official_close(previous session; 11:30 anchor),9.2011,8.9183,8.83,8.83,8.83,True,,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002571|20200930|a2020-10-13|u0,sz.002571,2020-10-13,2020-10-14,am,7.59,official_close(previous session; 11:30 anchor),7.6659,7.6861,7.61,7.61,7.61,True,,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002594|20200930|a2020-10-13|u0,sz.002594,2020-10-13,2020-10-14,am,129.29,official_close(previous session; 11:30 anchor),130.5829,131.30,130.0,130.0,130.0,True,,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002919|20200930|a2020-10-14|u0,sz.002919,2020-10-14,2020-10-15,am,56.05,official_close(previous session; 11:30 anchor),56.6105,54.338,53.8,53.8,53.8,True,,True,True,False,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.000027|20200930|a2020-10-15|u0,sz.000027,2020-10-15,2020-10-16,am,5.79,official_close(previous session; 11:30 anchor),5.8479,5.8782,5.82,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.000698|20200930|a2020-10-15|u1,sz.000698,2020-10-15,2020-10-16,am,6.29,official_close(previous session; 11:30 anchor),6.3529,6.4034,6.34,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.000786|20200930|a2020-10-15|u0,sz.000786,2020-10-15,2020-10-16,am,38.15,official_close(previous session; 11:30 anchor),38.5315,39.0365,38.65,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002059|20200930|a2020-10-15|u0,sz.002059,2020-10-15,2020-10-16,am,5.08,official_close(previous session; 11:30 anchor),5.1308,5.1106,5.06,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002386|20200930|a2020-10-15|u0,sz.002386,2020-10-15,2020-10-16,am,5.55,official_close(previous session; 11:30 anchor),5.6055,5.5752,5.52,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002437|20200930|a2020-10-15|u0,sz.002437,2020-10-15,2020-10-16,am,3.25,official_close(previous session; 11:30 anchor),3.2825,3.2724,3.24,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
B1|sz.002847|20200930|a2020-10-15|u0,sz.002847,2020-10-15,2020-10-16,am,149.5,official_close(previous session; 11:30 anchor),150.995,146.6924,145.24,,,False,slot_full,True,,,limit_is_decision_anchor__b1_cap_ungated,BEvent(B1) branch: cap = decision anchor x (1+CHASE=1.01); no skip_cap gate (skip_cap is TriggerEvent-only); trigger_cap_1p01 column is A-family diagnostic (trigger_close x 1.01) [corrected in rework R1],band_engine order construction: anchor_price = decision anchor (stock anchors are not tick-rounded)
